time,device,trip,lat,lon,wiper,cam
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
3902,10160,2470,42.204,-83.573,0,0
