device id,trip id,time (in centiseconds),wiper,camera_rain
10106,3470,70230,0,0
10106,3470,70520,0,0
10106,3470,70740,0,0
10106,3470,71060,0,0
10106,3470,71390,0,0
10106,3470,71720,0,0
10106,3470,71950,0,0
10106,3470,72270,0,0
10106,3470,72630,0,0
10106,3470,72840,0,0
10106,3470,73110,0,0
10106,3470,73410,0,0
10106,3470,73610,0,0
10106,3470,73940,0,0
10106,3470,74240,0,0
10106,3470,74580,0,0
10106,3470,74870,0,0
10106,3470,75200,0,0
10106,3470,75450,0,0
10106,3470,75780,0,0
10106,3470,76160,0,0
10106,3470,76410,0,0
10106,3470,76700,0,0
10106,3470,76990,0,0
10106,3470,77240,0,0
10106,3470,77550,0,0
10106,3470,77870,0,0
10106,3470,78150,0,0
10106,3470,78500,0,0
10106,3470,78740,0,0
10106,3470,79060,0,0
10106,3470,79370,0,0
10106,3470,79710,0,0
10106,3470,79950,0,0
10106,3470,80260,0,0
10106,3470,80440,0,0
10106,3470,80710,0,0
10106,3470,81030,0,0
10106,3470,81310,0,0
10106,3470,81650,0,0
10106,3470,81940,0,0
10106,3470,82270,0,0
10106,3470,82590,0,0
10106,3470,82920,0,0
10106,3470,83330,0,0
10106,3470,83630,0,0
10106,3470,84030,0,0
10106,3470,84290,0,0
10106,3470,84520,0,0
10106,3470,84810,0,0
10106,3470,85190,0,0
10106,3470,85500,0,0
10106,3470,85780,0,0
10106,3470,86150,0,0
10106,3470,86390,0,0
10106,3470,86700,0,0
10106,3470,87060,0,0
10106,3470,87440,0,0
10106,3470,87770,0,0
10106,3470,88070,0,0
10106,3470,88380,0,0
10106,3470,88620,0,0
10106,3470,88910,0,0
10106,3470,89220,0,0
10106,3470,89570,0,0
10106,3470,89880,0,0
10106,3470,90160,0,0
10106,3470,90490,0,0
10106,3470,90890,0,0
10106,3470,91190,0,0
10106,3470,91470,0,0
10106,3470,91830,0,0
10106,3470,92110,0,0
10106,3470,92410,0,0
10106,3470,92670,0,0
10106,3470,93160,0,0
10106,3470,93410,0,0
10106,3470,93780,0,0
10106,3470,94150,0,0
10106,3470,94390,0,0
10106,3470,94710,0,0
10106,3470,95030,0,0
10106,3470,95290,0,0
10106,3470,95680,0,0
10106,3470,95940,0,0
10106,3470,96120,0,0
10106,3470,96320,0,0
10106,3470,96600,0,0
10106,3470,96800,0,0
10106,3470,97010,0,0
10106,3471,250,0,0
10106,3471,510,0,0
10106,3471,850,0,0
10106,3471,1070,0,0
10106,3471,1340,0,0
10106,3471,1590,0,0
10106,3471,1930,0,0
10106,3471,2240,0,0
10106,3471,2570,0,0
10106,3471,2830,0,0
10106,3471,3100,0,0
10106,3471,3430,0,0
10106,3471,3750,0,0
10106,3471,4150,0,0
10106,3471,4450,0,0
10106,3471,4680,0,0
10106,3471,4930,0,0
10106,3471,5230,0,0
10106,3471,5490,0,0
10106,3471,5740,0,0
10106,3471,6060,0,0
10106,3471,6340,0,0
10106,3471,6590,0,0
10106,3476,340,0,0
10106,3476,560,0,0
10106,3476,830,0,0
10106,3476,1220,0,0
10106,3476,1520,0,0
10106,3476,1780,0,0
10106,3476,2060,0,0
10106,3476,2290,0,0
10106,3476,2610,0,0
10106,3476,2970,0,0
10106,3476,3310,0,0
10106,3476,3610,0,0
10106,3476,3980,0,0
10106,3476,4280,0,0
10106,3476,4580,0,0
10106,3476,4940,0,0
10106,3476,5220,0,0
10106,3476,5480,0,0
10106,3476,5800,0,0
10106,3476,6050,0,0
10106,3476,6350,0,0
10106,3476,6670,0,0
10106,3476,7020,0,0
10106,3476,7330,0,0
10106,3476,7680,0,0
10106,3476,7990,0,0
10106,3476,8330,0,0
10106,3476,8640,0,0
10106,3476,8860,0,0
10106,3476,9260,0,0
10106,3476,9520,0,0
10106,3476,9750,0,0
10106,3476,10090,0,0
10106,3476,10330,0,0
10106,3476,10620,0,0
10106,3476,10900,0,0
10106,3476,11270,0,0
10106,3476,11560,0,0
10106,3476,11980,0,0
10106,3476,12140,0,0
10106,3476,12380,0,0
10106,3476,12710,0,0
10106,3476,13060,0,0
10106,3476,13420,0,0
10106,3476,13680,0,0
10106,3476,13930,0,0
10106,3476,14170,0,0
10106,3476,14420,0,0
10106,3476,14720,0,0
10106,3476,14990,0,0
10106,3476,15200,0,0
10106,3476,15540,0,0
10106,3476,15860,0,0
10106,3476,16170,0,0
10106,3476,16440,0,0
10106,3476,16640,0,0
10106,3476,16960,0,0
10106,3476,17320,0,0
10106,3476,17550,0,0
10106,3476,17820,0,0
10106,3476,18140,0,0
10106,3476,18400,0,0
10106,3476,18720,0,0
10106,3476,19100,0,0
10106,3476,19420,0,0
10106,3476,19640,0,0
10106,3476,19920,0,0
10106,3476,20240,0,0
10106,3476,20570,0,0
10106,3476,20940,0,0
10106,3476,21320,0,0
10106,3476,21560,0,0
10106,3476,21750,0,0
10106,3476,21980,0,0
10106,3476,22160,0,0
10106,3476,22430,0,0
10106,3476,22690,0,0
10106,3476,22990,0,0
10106,3476,23220,0,0
10106,3476,23470,0,0
10106,3476,23710,0,0
10106,3478,310,0,0
10106,3478,600,0,0
10106,3478,920,0,0
10106,3478,1210,0,0
10106,3478,1480,0,0
10106,3478,1750,0,0
10106,3478,2060,0,0
10106,3478,2410,0,0
10106,3478,2690,0,0
10106,3478,3000,0,0
10106,3478,3250,0,0
10106,3478,3570,0,0
10106,3478,3960,0,0
10106,3478,4410,0,0
10106,3478,4700,0,0
10106,3478,5040,0,0
10106,3478,5310,0,0
10106,3478,5640,0,0
10106,3478,5920,0,0
10106,3478,6290,0,0
10106,3478,6640,0,0
10106,3478,6900,0,0
10106,3478,7150,0,0
10106,3478,7380,0,0
10106,3478,7640,0,0
10106,3478,7930,0,0
10106,3478,8200,0,0
10106,3478,8530,0,0
10106,3480,430,1,1
10106,3480,650,1,1
10106,3480,800,1,1
10106,3480,1070,1,1
10106,3480,1300,1,1
10106,3480,1510,1,1
10106,3480,1740,1,1
10106,3480,1990,1,1
10106,3480,2210,1,1
10106,3480,2440,1,1
10106,3480,2710,1,1
10106,3480,3040,1,1
10106,3480,3400,1,1
10106,3480,3710,1,1
10106,3480,3970,1,1
10106,3480,4420,1,1
10106,3480,4720,1,1
10106,3480,4980,1,1
10106,3480,5310,1,1
10106,3480,5600,1,1
10106,3480,5790,1,1
10106,3480,6030,1,1
10106,3480,6310,1,1
10106,3480,6610,1,1
10106,3480,6840,1,1
10106,3480,7210,1,1
10106,3480,7530,1,1
10106,3480,7840,1,1
10106,3480,8060,1,1
10106,3480,8340,1,1
10106,3480,8650,1,1
10106,3480,8840,1,1
10106,3480,9180,1,1
10106,3480,9580,1,1
10106,3480,9890,1,1
10106,3480,10180,1,1
10106,3480,10460,1,1
10106,3480,10810,1,1
10106,3480,11060,1,1
10106,3480,11240,1,1
10106,3480,11490,1,1
10106,3480,11860,1,1
10106,3480,12210,1,1
10106,3480,12400,1,1
10106,3480,12617,1,1
10106,3480,12998,1,1
10106,3480,13504,1,1
10106,3480,13711,1,1
10106,3480,13962,1,1
10106,3480,14276,1,1
10106,3480,14652,1,1
10106,3480,14881,1,1
10106,3480,15238,1,1
10106,3480,15431,1,1
10106,3480,15617,1,1
10106,3480,15886,1,1
10106,3480,16097,1,1
10106,3480,16320,1,1
10106,3480,16688,1,1
10106,3480,16856,1,1
10106,3480,17079,1,1
10106,3480,17251,1,1
10106,3480,17485,1,1
10106,3480,17681,1,1
10106,3480,17952,1,1
10106,3480,18165,1,1
10106,3480,18454,1,1
10106,3480,18704,1,1
10106,3480,18968,1,1
10106,3480,19225,1,1
10106,3480,19611,1,1
10106,3480,20021,1,1
10106,3480,20293,1,1
10106,3480,20613,1,1
10106,3480,21064,1,1
10106,3480,21351,1,1
10106,3480,21619,1,1
10106,3480,21928,1,0
10106,3480,22375,1,0
10106,3480,22577,1,1
10106,3480,23005,1,1
10106,3480,23124,1,1
10106,3480,23326,1,1
10106,3480,23642,1,1
10106,3480,23883,1,1
10106,3480,24069,1,1
10106,3480,24309,1,1
10106,3480,24545,1,1
10106,3480,24679,1,1
10106,3480,24894,1,1
10106,3480,25111,1,1
10106,3480,25393,1,1
10106,3480,25783,1,1
10106,3480,26040,1,1
10106,3480,26222,1,1
10106,3480,26438,1,1
10106,3480,26882,1,1
10106,3480,27020,1,1
10106,3480,27234,1,1
10106,3480,27540,1,1
10106,3480,27847,1,1
10106,3480,28210,1,1
10106,3480,28681,1,1
10106,3480,28896,1,1
10106,3480,29052,1,1
10106,3480,29302,1,1
10106,3480,29468,1,1
10106,3480,29639,1,1
10106,3480,29945,1,1
10106,3480,30122,1,1
10106,3480,30453,1,1
10106,3480,30648,1,1
10106,3480,30902,1,1
10106,3480,31103,1,1
10106,3480,31356,1,1
10106,3480,31598,1,1
10106,3480,31851,1,1
10106,3480,32157,1,1
10106,3480,32415,1,1
10106,3480,32754,1,1
10106,3480,33098,1,1
10106,3480,33319,1,1
10106,3480,33626,1,1
10106,3480,33808,1,1
10106,3480,34058,1,1
10106,3480,34239,1,1
10106,3480,34458,1,1
10106,3480,34691,1,1
10106,3480,35040,1,1
10106,3480,35328,1,1
10106,3480,35504,1,1
10106,3480,35616,1,1
10106,3480,35944,1,1
10106,3480,36256,1,1
10106,3480,36611,1,1
10106,3480,36999,1,1
10106,3480,37501,1,1
10106,3480,37784,1,1
10106,3480,38087,1,1
10106,3480,38499,1,1
10106,3480,38971,1,1
10106,3480,39362,1,1
10106,3480,39700,1,1
10106,3480,40012,1,1
10106,3480,40214,1,1
10106,3480,40472,1,1
10106,3480,40709,1,1
10106,3480,41065,1,1
10106,3480,41299,1,1
10106,3480,41461,1,1
10106,3480,41719,1,1
10106,3480,41919,1,1
10106,3480,42054,1,1
10106,3480,42371,1,1
10106,3480,42682,1,1
10106,3480,43202,1,1
10106,3480,43520,1,1
10106,3480,43865,1,1
10106,3480,44148,1,1
10106,3480,44511,1,1
10106,3480,44837,1,1
10106,3480,45199,1,1
10106,3480,45570,1,1
10106,3480,45846,1,1
10106,3480,46051,1,1
10106,3480,46229,1,1
10106,3480,46482,1,1
10106,3480,46910,1,0
10106,3480,47156,1,0
10106,3480,47300,0,0
10106,3480,47590,0,0
10106,3480,47885,0,0
10106,3480,48045,0,0
10106,3480,48248,0,0
10106,3480,48446,0,0
10129,1948,303,0,0
10129,1948,624,0,0
10129,1948,950,0,0
10129,1948,1228,0,0
10129,1948,1479,0,0
10129,1948,1929,0,0
10129,1948,2154,0,0
10129,1948,2436,0,0
10129,1948,2710,0,0
10129,1948,3066,0,0
10129,1948,3340,0,0
10129,1948,3767,0,0
10129,1948,4015,0,0
10129,1948,4353,0,0
10129,1948,4727,0,0
10129,1948,5168,0,0
10129,1948,5425,0,0
10129,1948,5813,0,0
10129,1948,6110,0,0
10129,1948,6431,0,0
10129,1948,6789,0,0
10129,1948,7109,0,0
10129,1948,7482,0,0
10129,1948,7710,0,0
10129,1948,8010,0,0
10129,1948,8366,0,0
10129,1948,8532,0,0
10129,1948,8735,0,0
10129,1948,9011,0,0
10129,1948,9275,0,0
10129,1948,9696,0,0
10129,1948,10016,0,0
10129,1948,10310,0,0
10129,1948,10623,0,0
10129,1948,10889,0,0
10129,1948,11200,0,0
10129,1948,11462,0,0
10129,1948,11728,0,0
10129,1948,12038,0,0
10129,1948,12326,0,0
10129,1948,12628,0,0
10129,1948,12954,0,0
10129,1948,13257,0,0
10129,1948,13583,0,0
10129,1948,13901,0,0
10129,1948,14228,0,0
10129,1948,14596,0,0
10129,1948,14792,0,0
10129,1948,15070,0,0
10129,1948,15479,0,0
10129,1948,15753,0,0
10129,1948,15994,0,0
10129,1948,16204,0,0
10129,1948,16487,0,0
10129,1948,16726,0,0
10129,1948,17016,0,0
10129,1948,17375,0,0
10129,1948,17585,0,0
10129,1948,17847,0,0
10129,1948,18147,0,0
10129,1948,18417,0,0
10129,1948,18774,0,0
10129,1948,19125,0,0
10129,1948,19417,0,0
10129,1948,19737,0,0
10129,1948,20181,0,0
10129,1948,20567,0,0
10129,1948,20889,0,0
10129,1948,21230,0,0
10129,1948,21602,0,0
10129,1948,21955,0,0
10129,1948,22336,0,0
10129,1948,22680,0,0
10129,1948,23006,0,0
10129,1948,23331,0,0
10129,1948,23677,0,0
10129,1948,24030,0,0
10129,1948,24331,0,0
10129,1948,24906,0,0
10129,1948,25175,0,0
10129,1948,25507,0,0
10129,1948,25752,0,0
10129,1948,26008,0,0
10129,1948,26301,0,0
10129,1948,26620,0,0
10129,1948,26913,0,0
10129,1948,27294,0,0
10129,1948,27586,0,0
10129,1948,27896,0,0
10129,1948,28251,0,0
10129,1948,28502,0,0
10129,1948,28901,0,0
10129,1948,29219,0,0
10129,1948,29444,0,0
10129,1948,29689,0,0
10129,1948,30006,0,0
10129,1948,30272,0,0
10129,1948,30582,0,0
10129,1948,30935,0,0
10129,1948,31202,0,0
10129,1948,31512,0,0
10129,1948,31756,0,0
10129,1948,32041,0,0
10129,1948,32319,0,0
10129,1948,32606,0,0
10129,1948,32953,0,0
10129,1948,33252,0,0
10129,1948,33572,0,0
10129,1948,33901,0,0
10129,1948,34201,0,0
10129,1948,34471,0,0
10129,1948,34754,0,0
10129,1948,35086,0,0
10129,1948,35397,0,0
10129,1948,35764,0,0
10129,1948,36036,0,0
10129,1948,36418,0,0
10129,1948,36707,0,0
10129,1948,37053,0,0
10129,1948,37314,0,0
10129,1948,37586,0,0
10129,1948,37867,0,0
10129,1948,38187,0,0
10129,1948,38465,0,0
10129,1948,38813,0,0
10129,1948,39099,0,0
10129,1948,39398,0,0
10129,1948,39665,0,0
10129,1948,39919,0,0
10129,1948,40177,0,0
10129,1948,40533,0,0
10129,1948,40898,0,0
10129,1948,41261,0,0
10129,1948,41628,0,0
10129,1948,42048,0,0
10129,1948,42331,0,0
10129,1948,42667,0,0
10129,1948,42995,0,0
10129,1948,43343,0,0
10129,1948,43546,0,0
10129,1948,43789,0,0
10129,1948,44095,0,0
10129,1948,44372,0,0
10129,1948,44754,0,0
10129,1948,45083,0,0
10129,1948,45339,0,0
10129,1948,45588,0,0
10129,1948,45856,0,0
10129,1948,46119,0,0
10129,1948,46430,0,0
10129,1948,46673,0,0
10129,1948,46984,0,0
10129,1948,47311,0,0
10129,1948,47589,0,0
10129,1948,47908,0,0
10129,1948,48218,0,0
10129,1948,48534,0,0
10129,1948,48910,0,0
10129,1948,49204,0,0
10129,1948,49502,0,0
10129,1948,49704,0,0
10129,1948,49993,0,0
10129,1948,50261,0,0
10129,1948,50625,0,0
10129,1948,50938,0,0
10129,1948,51187,0,0
10129,1948,51470,0,0
10129,1948,51783,0,0
10129,1948,52090,0,0
10129,1948,52376,0,0
10129,1948,52671,0,0
10129,1948,53020,0,0
10129,1948,53307,0,0
10129,1948,53614,0,0
10129,1948,53941,0,0
10129,1948,54244,0,0
10129,1948,54560,0,0
10129,1948,54854,0,0
10129,1948,55164,0,0
10129,1948,55431,0,0
10129,1948,55748,0,0
10129,1948,56039,0,0
10129,1948,56303,0,0
10129,1948,56566,0,0
10129,1948,56853,0,0
10129,1948,57133,0,0
10129,1948,57394,0,0
10129,1948,57635,0,0
10129,1948,57980,0,0
10129,1948,58298,0,0
10129,1948,58581,0,0
10129,1948,58858,0,0
10129,1948,59231,0,0
10129,1948,59599,0,0
10129,1948,59924,0,0
10129,1948,60275,0,0
10129,1948,60579,0,0
10129,1948,60875,0,0
10129,1948,61192,0,0
10129,1948,61527,0,0
10129,1948,61840,0,0
10129,1948,62152,0,0
10129,1948,62384,0,0
10129,1948,62653,0,0
10129,1948,62904,0,0
10129,1948,63070,0,0
10137,3554,272,0,0
10137,3554,536,0,0
10137,3554,710,0,0
10137,3554,1016,0,0
10137,3554,1418,0,0
10137,3554,1738,0,0
10137,3554,2053,0,0
10137,3554,2354,0,0
10137,3554,2676,0,0
10137,3554,2980,0,0
10137,3554,3272,0,0
10137,3554,3626,0,0
10137,3554,4004,0,0
10137,3554,4250,0,0
10137,3554,4513,0,0
10137,3554,4825,0,0
10137,3554,5061,0,0
10137,3554,5270,0,0
10137,3554,5533,0,0
10137,3554,5770,0,0
10137,3554,6071,0,0
10137,3554,6405,0,0
10137,3554,6752,0,0
10137,3554,7033,0,0
10137,3554,7381,0,0
10137,3554,7641,0,0
10137,3554,7958,0,0
10137,3554,8371,0,0
10137,3554,8736,0,0
10137,3554,9146,0,0
10137,3554,9447,0,0
10137,3554,9732,0,0
10137,3554,10053,0,0
10137,3554,10371,0,0
10137,3554,10636,0,0
10137,3554,10914,0,0
10137,3554,11136,0,0
10137,3554,11444,0,0
10137,3554,11778,0,0
10137,3554,12051,0,0
10137,3554,12291,0,0
10137,3554,12537,0,0
10137,3554,12815,0,0
10137,3554,13082,0,0
10137,3554,13353,0,0
10137,3554,13644,0,0
10137,3554,13933,0,0
10137,3554,14211,0,0
10137,3554,14540,0,0
10137,3554,14816,0,0
10137,3554,15096,0,0
10137,3554,15381,0,0
10137,3554,15616,0,0
10137,3554,15932,0,0
10137,3554,16153,0,0
10137,3554,16435,0,0
10137,3554,16732,0,0
10137,3554,17020,0,0
10137,3554,17361,0,0
10137,3554,17682,0,0
10137,3554,17969,0,0
10137,3554,18258,0,0
10137,3554,18557,0,0
10137,3554,18841,0,0
10137,3554,19117,0,0
10137,3554,19402,0,0
10137,3554,19719,0,0
10137,3554,20058,0,0
10137,3554,20349,0,0
10137,3554,20572,0,0
10137,3554,20875,0,0
10137,3554,21103,0,0
10137,3554,21453,0,0
10137,3554,21738,0,0
10137,3554,22017,0,0
10137,3554,22342,0,0
10137,3554,22647,0,0
10137,3554,22989,0,0
10137,3554,23292,0,0
10137,3554,23620,0,0
10137,3554,23871,0,0
10137,3554,24238,0,0
10137,3554,24510,0,0
10137,3554,24793,0,0
10137,3554,25067,0,0
10137,3554,25377,0,0
10137,3554,25648,0,0
10137,3554,25944,0,0
10137,3554,26203,0,0
10137,3554,26440,0,0
10137,3554,26744,0,0
10137,3554,27059,0,0
10137,3554,27349,0,0
10137,3554,27660,0,0
10137,3554,27950,0,0
10137,3554,28242,0,0
10137,3554,28541,0,0
10137,3554,28706,0,0
10137,3554,28936,0,0
10137,3554,29304,0,0
10137,3554,29907,0,0
10137,3554,30187,0,0
10137,3554,30352,0,0
10137,3554,30669,0,0
10137,3554,30927,0,0
10137,3554,31244,0,0
10137,3554,31579,0,0
10137,3554,31951,0,0
10137,3554,32221,0,0
10137,3554,32550,0,0
10137,3554,32861,0,0
10137,3554,33198,0,0
10137,3554,33513,0,0
10137,3554,33810,0,0
10137,3554,34091,0,0
10137,3554,34391,0,0
10137,3554,34609,0,0
10137,3554,34943,0,0
10137,3554,35228,0,0
10137,3554,35541,0,0
10137,3554,35833,0,0
10137,3554,36054,0,0
10137,3554,36347,0,0
10137,3554,36604,0,0
10137,3554,36849,0,0
10137,3554,37198,0,0
10137,3554,37553,0,0
10137,3554,37816,0,0
10137,3554,38083,0,0
10137,3554,38386,0,0
10137,3554,38663,0,0
10137,3554,38901,0,0
10137,3554,39190,0,0
10137,3554,39590,0,1
10137,3554,39891,0,1
10137,3554,40265,0,1
10137,3554,40549,0,1
10137,3554,40805,0,1
10137,3554,41056,0,1
10137,3554,41420,0,1
10137,3554,41662,0,1
10137,3554,41972,0,1
10137,3554,42349,0,1
10137,3554,42762,0,1
10137,3554,43071,0,1
10137,3554,43444,0,1
10137,3554,43754,0,1
10137,3554,44025,0,1
10137,3554,44363,0,1
10137,3554,44694,0,1
10137,3554,45043,0,1
10137,3554,45325,0,1
10137,3554,45608,0,1
10137,3554,45869,,
10137,3554,46333,1,1
10137,3554,46655,1,1
10137,3554,47012,1,1
10137,3554,47432,1,1
10137,3554,47773,1,0
10137,3554,48071,0,0
10137,3554,48423,0,0
10137,3554,48780,0,0
10137,3554,49018,0,0
10137,3554,49379,0,0
10137,3554,49661,0,0
10137,3554,50034,0,0
10137,3554,50436,0,0
10137,3554,50737,0,0
10137,3554,51142,0,0
10137,3554,51451,0,0
10137,3554,51733,0,0
10137,3554,52098,0,0
10137,3554,52339,0,0
10137,3554,52797,0,0
10137,3554,53164,1,1
10137,3554,53449,1,1
10137,3554,53812,1,1
10137,3554,54121,1,1
10137,3554,54376,1,1
10137,3554,54805,1,1
10137,3554,55042,0,0
10137,3554,55326,0,0
10137,3554,55850,0,0
10137,3554,56154,0,0
10137,3554,56440,0,0
10137,3554,56740,0,0
10137,3554,57065,0,0
10137,3554,57315,0,0
10137,3554,57643,0,0
10137,3554,57864,0,0
10137,3554,58230,0,0
10137,3554,58529,0,0
10137,3554,58863,0,0
10137,3554,59065,0,1
10137,3554,59400,0,1
10137,3554,59817,0,1
10137,3554,60185,0,1
10137,3554,60587,0,1
10137,3554,61017,0,1
10137,3554,61352,1,1
10137,3554,61739,1,1
10137,3554,62100,1,1
10137,3554,62490,1,1
10137,3554,62734,1,1
10137,3554,63026,1,1
10137,3554,63343,1,1
10137,3554,63635,1,1
10137,3554,63968,0,0
10137,3554,64265,0,0
10137,3554,64581,0,0
10137,3554,64823,0,0
10137,3554,65111,0,0
10137,3554,65552,0,0
10137,3554,65862,0,0
10137,3554,66304,0,0
10137,3554,66573,0,0
10137,3554,66840,0,0
10137,3554,67081,0,0
10137,3554,67568,0,0
10137,3554,67875,0,0
10137,3554,68071,0,0
10137,3554,68365,0,0
10137,3554,68661,0,0
10137,3554,69012,0,0
10137,3554,69303,0,0
10137,3554,69579,0,0
10137,3554,69789,0,0
10137,3554,70178,0,0
10137,3554,70539,0,0
10137,3554,70860,0,0
10137,3554,71133,0,0
