Time,Device,Trip,Latitude,Longitude,Wiper,GPS_Speed,camera_rain,radar,gage,t_index,y_index,x_index
2014-06-12 14:04:00,10106,3193,42.26481033,-83.75346002,0.0,7.106740315,0.0,0.0,0.0,153,164,347
2014-06-12 14:44:00,10106,3194,42.31271533,-83.70861949,0.0,4.993703704,0.0,0.0,0.0,157,212,391
2014-06-12 14:45:00,10106,3194,42.31322991,-83.70888633,0.0,5.089333283,0.0,0.0,0.0,157,213,391
2014-06-12 17:22:00,10106,3196,42.26640208,-83.76303052,0.0,11.48185185,0.0,0.0,0.0,184,166,337
2014-06-12 23:59:00,10125,1372,42.28489107,-83.80765791,0.0,19.535,0.0,0.0,0.0,245,184,292
2014-06-12 22:14:00,10129,1791,42.31953646,-83.70566981,0.0,1.0871428570000001,0.0,0.0,0.0,231,219,394
2014-06-12 15:42:00,10132,2342,42.2236535,-83.65618843,0.0,14.55,0.0,0.0,0.0,167,123,444
2014-06-12 15:43:00,10132,2342,42.22399839,-83.65581019,0.0,15.1309375,0.0,0.0,0.0,167,124,444
2014-06-12 22:00:00,10132,2345,42.27213995,-83.78975405,0.0,3.896666667,0.0,0.0,0.0,228,172,310
2014-06-12 22:01:00,10132,2345,42.27241834,-83.78984594,0.0,3.8632,0.0,0.0,0.0,229,172,310
2014-06-12 16:41:00,10137,3313,42.28487454,-83.74685792,0.0,1.43,1.0,0.0,0.0,177,184,353
2014-06-12 17:25:00,10137,3314,42.32131322,-83.69659124,0.0,5.042873563000001,1.0,0.001,0.0,184,221,403
2014-06-12 12:03:00,10138,2777,42.26823897,-83.74749483,0.0,7.505813837000001,0.0,0.0,0.0,140,168,353
2014-06-12 16:06:00,10138,2778,42.26250059,-83.73173359,0.412371134,11.64711339,1.0,0.004,0.0,171,162,368
2014-06-12 16:07:00,10138,2778,42.26083257,-83.72766642,0.0,14.70974357,0.5,0.004,0.0,171,160,372
2014-06-12 16:08:00,10138,2778,42.26099987,-83.72080811,0.0,11.82768906,0.5,0.006999999999999999,0.0,171,160,379
2014-06-12 16:09:00,10138,2778,42.259741299999995,-83.71315323,0.013392857,14.30580357,0.5,0.002,0.0,171,159,387
2014-06-12 16:10:00,10138,2778,42.25832491,-83.70439211,0.0,17.37396825,0.5,0.0,0.0,171,158,396
2014-06-12 16:11:00,10138,2778,42.25699286,-83.69702135,0.0,11.55301583,0.5,0.002,0.096,172,156,403
2014-06-12 16:12:00,10138,2778,42.25706738,-83.69576311,0.0,7.521456282000001,0.5,0.002,0.048,172,157,404
2014-06-12 16:13:00,10138,2778,42.26204447,-83.69399622,0.0,17.67741697,0.5,0.006,0.0,172,162,406
2014-06-12 16:14:00,10138,2778,42.27008134,-83.69750623,0.0,17.89850534,0.5,0.01,0.0,172,170,402
2014-06-12 16:15:00,10138,2778,42.27963852,-83.69945723,0.5,19.51321429,0.5,0.017000001,0.0,172,179,401
2014-06-12 16:16:00,10138,2778,42.28937247,-83.70387032,1.0,17.27634752,0.0,0.001,0.0,173,189,396
2014-06-12 16:17:00,10138,2778,42.29445065,-83.70461174,1.0,9.842352941,0.0,0.001,0.0,173,194,395
2014-06-12 16:18:00,10138,2778,42.29635814,-83.70454172,0.0,12.4958156,0.0,0.001,0.0,173,196,395
2014-06-12 19:52:00,10138,2779,42.29759332,-83.70458515,0.0,12.92113725,0.0,0.0,0.0,209,197,395
2014-06-12 19:53:00,10138,2779,42.28977788,-83.70426676,0.0,18.12110738,0.0,0.0,0.0,210,189,396
2014-06-12 19:54:00,10138,2779,42.281106799999996,-83.7001401,0.0,16.02533333,0.0,0.0,0.0,210,181,400
2014-06-12 19:56:00,10138,2779,42.27573173,-83.69877309,0.0,14.13908571,0.0,0.0,0.0,210,175,401
2014-06-12 19:57:00,10138,2779,42.269856,-83.69414361,0.0,15.73505701,0.0,0.0,0.0,210,169,406
2014-06-12 19:58:00,10138,2779,42.26555951,-83.68452359999999,0.0,14.90305262,0.0,0.0,0.0,210,165,415
2014-06-12 19:59:00,10138,2779,42.26228451,-83.67933552,0.0,11.65725868,0.0,0.0,0.0,211,162,421
2014-06-12 20:00:00,10138,2779,42.2591471,-83.68036359999999,0.0,1.8,0.0,0.0,0.0,211,159,420
2014-06-12 20:01:00,10138,2779,42.25905343,-83.67512976,0.0,15.25411985,0.0,0.0,0.0,211,159,425
2014-06-12 20:02:00,10138,2779,42.25917543,-83.66906495,0.0,6.590894276,0.0,0.0,0.0,211,159,431
2014-06-12 20:03:00,10138,2779,42.25904188,-83.66465685,0.0,8.860862934,0.0,0.0,0.0,211,159,435
2014-06-12 20:31:00,10138,2780,42.26866048,-83.66437251,0.0,31.12683822,0.0,0.0,0.0,216,168,436
2014-06-12 20:32:00,10138,2780,42.25903521,-83.67548883,0.0,16.06953307,0.0,0.0,0.0,216,159,425
2014-06-12 20:33:00,10138,2780,42.25701754,-83.68077512,0.0,9.881806145,0.0,0.0,0.0,216,156,419
2014-06-12 20:34:00,10138,2780,42.25465712,-83.68224471,0.0,11.69691628,0.0,0.0,0.0,217,154,418
2014-06-12 20:35:00,10138,2780,42.254625700000005,-83.68439988,0.0,10.12751875,0.0,0.0,0.0,217,154,416
2014-06-12 20:36:00,10138,2780,42.251014,-83.68395619,0.0,7.314397156,0.0,0.0,0.0,217,151,416
2014-06-12 20:37:00,10138,2780,42.24370632,-83.68402823,0.0,17.11371528,0.0,0.0,0.0,217,143,416
2014-06-12 20:38:00,10138,2780,42.23509673,-83.68570825,0.0,20.04958333,0.0,0.0,0.0,217,135,414
2014-06-12 20:39:00,10138,2780,42.23044156,-83.69528345,0.0,29.33371134,0.0,0.0,0.0,217,130,405
2014-06-12 20:40:00,10138,2780,42.23703047,-83.71613006,0.0,32.94982993,0.0,0.0,0.0,218,137,384
2014-06-12 20:41:00,10138,2780,42.23709534,-83.7399937,0.0,32.53335689,0.0,0.0,0.0,218,137,360
2014-06-12 20:42:00,10138,2780,42.24344455,-83.76035455,0.0,32.91333333,0.0,0.0,0.0,218,143,340
2014-06-12 20:43:00,10138,2780,42.25569952,-83.77662016,0.0,30.733074199999997,0.0,0.0,0.0,218,155,323
2014-06-12 20:44:00,10138,2780,42.27098866,-83.78427731,0.0,32.98650519,0.0,0.0,0.0,218,170,316
2014-06-12 20:45:00,10138,2780,42.28495608,-83.79131531,0.0,32.34506944,0.0,0.0,0.0,218,184,309
2014-06-12 20:46:00,10138,2780,42.2888635,-83.81349762,0.0,32.984361699999994,0.0,0.0,0.0,219,188,287
2014-06-12 20:47:00,10138,2780,42.29124271,-83.83732426,0.0,33.37487719,0.0,0.0,0.0,219,191,263
2014-06-12 20:48:00,10138,2780,42.29810847,-83.85956609,0.0,32.14326923,0.0,0.0,0.0,219,197,240
2014-06-12 20:49:00,10138,2780,42.300054100000004,-83.87606251,0.0,14.26140151,0.0,0.0,0.0,219,199,224
2014-06-12 20:50:00,10138,2780,42.30662821,-83.87856827,0.0,19.34378092,0.0,0.0,0.0,219,206,221
2014-06-12 20:51:00,10138,2780,42.31590962,-83.88377485,0.0,18.42705263,0.0,0.0,0.0,219,215,216
2014-06-12 20:52:00,10138,2780,42.32418728,-83.88676557,0.0,11.27519853,0.0,0.0,0.0,219,223,213
2014-06-12 20:53:00,10138,2780,42.32885959,-83.88722112,0.0,13.87043954,0.0,0.0,0.0,219,228,213
2014-06-12 20:54:00,10138,2780,42.33437732,-83.88874005,0.0,11.62893098,0.0,0.0,0.0,219,234,211
2014-06-12 20:55:00,10138,2780,42.33743445,-83.88994327,0.0,4.451672348,0.0,0.0,0.0,220,237,210
2014-06-12 20:56:00,10138,2780,42.33758962,-83.88898073,0.0,2.996969697,0.0,0.0,0.0,220,237,211
2014-06-12 21:04:00,10138,2781,42.33220554,-83.88729086,0.0,14.91085106,0.0,0.0,0.0,220,231,213
2014-06-12 21:05:00,10138,2781,42.32714195,-83.88718829999999,0.0,16.2557,0.0,0.0,0.0,220,226,213
2014-06-12 21:06:00,10138,2781,42.31736062,-83.88455945,0.0,20.23183946,0.0,0.0,0.0,221,217,215
2014-06-12 21:07:00,10138,2781,42.30742173,-83.8788908,0.0,19.76353333,0.0,0.0,0.0,221,207,221
